,IPO year,country,market capital,name,subsector,symbol
90,n/a,UnitedStates,n/a,"NewYorkCommunityBancorp,Inc.",n/a,NYCB^A
91,n/a,UnitedStates,n/a,"NewYorkCommunityBancorp,Inc.",n/a,NYCB^U
92,n/a,UnitedStates,$1.29B,"NewYorkMortgageTrust,Inc.",RealEstateInvestmentTrusts,NYMT
93,n/a,UnitedStates,$132.35M,"NewYorkMortgageTrust,Inc.",RealEstateInvestmentTrusts,NYMTN
94,n/a,UnitedStates,$89.5M,"NewYorkMortgageTrust,Inc.",RealEstateInvestmentTrusts,NYMTO
95,n/a,UnitedStates,$73.44M,"NewYorkMortgageTrust,Inc.",Finance:ConsumerServices,NYMTP
96,n/a,UnitedStates,$5.35B,NewYorkTimesCompany(The),Newspapers/Magazines,NYT
97,2017,China,$63.77M,"NewaterTechnology,Inc.",Miscellaneous,NEWA
98,n/a,UnitedStates,$5.67B,NewellBrandsInc.,PlasticProducts,NWL
99,n/a,UnitedStates,$4.17B,NewJerseyResourcesCorporation,Oil/GasTransmission,NJR
100,2011,UnitedStates,$65.23M,NewLinkGeneticsCorporation,MajorPharmaceuticals,NLNK
101,2017,UnitedStates,$1.48B,"NewmarkGroup,Inc.",RealEstate,NMRK
102,n/a,UnitedStates,$4.46B,NewMarketCorporation,MajorChemicals,NEU
103,n/a,UnitedStates,$26.4B,NewmontGoldcorpCorporation,PreciousMetals,NEM
104,n/a,UnitedStates,$633.54M,"NewparkResources,Inc.",MetalFabrications,NR
105,n/a,UnitedStates,$6.89B,NewsCorporation,Newspapers/Magazines,NWS
106,n/a,UnitedStates,$6.7B,NewsCorporation,Newspapers/Magazines,NWSA
107,n/a,UnitedStates,$410.31M,NewtekBusinessServicesCorp.,n/a,NEWT
108,n/a,UnitedStates,n/a,NewtekBusinessServicesCorp.,n/a,NEWTI
109,n/a,UnitedStates,n/a,NewtekBusinessServicesCorp.,n/a,NEWTZ
110,2017,n/a,$1.27B,NexaResourcesS.A.,PreciousMetals,NEXA
111,n/a,n/a,$510.54M,NexgenEnergyLtd.,PreciousMetals,NXE
112,2015,UnitedStates,$945.49M,"NexPointResidentialTrust,Inc.",RealEstateInvestmentTrusts,NXRT
113,n/a,n/a,$610.95M,NexPointStrategicOpportunitiesFund,n/a,NHF
114,2003,UnitedStates,$4.83B,"NexstarMediaGroup,Inc.",Broadcasting,NXST
115,2019,UnitedStates,$435.11M,"NextCure,Inc.",MajorPharmaceuticals,NXTC
116,2015,UnitedStates,$596.09M,NextDecadeCorporation,Oil&GasProduction,NEXT
117,2014,UnitedStates,$2.47B,"NextEraEnergyPartners,LP",ElectricUtilities:Central,NEP
118,n/a,UnitedStates,$95.28B,"NextEraEnergy,Inc.",ElectricUtilities:Central,NEE
119,n/a,UnitedStates,n/a,"NextEraEnergy,Inc.",n/a,NEE^I
120,n/a,UnitedStates,n/a,"NextEraEnergy,Inc.",n/a,NEE^J
121,n/a,UnitedStates,n/a,"NextEraEnergy,Inc.",n/a,NEE^K
122,n/a,UnitedStates,n/a,"NextEraEnergy,Inc.",n/a,NEE^N
123,n/a,UnitedStates,n/a,"NextEraEnergy,Inc.",n/a,NEE^R
124,n/a,UnitedStates,$1.29B,"NextGenHealthcare,Inc.",EDPServices,NXGN
