,IPO year,country,market capital,name,subsector,symbol
315,n/a,UnitedStates,$171.85M,MackinacFinancialCorporation,MajorBanks,MFNC
316,2012,UnitedStates,$963.17M,"MACOMTechnologySolutionsHoldings,Inc.",Semiconductors,MTSI
317,2004,UnitedStates,$86.24M,MacquarieFirstTrustGlobal,n/a,MFD
318,2005,UnitedStates,$277.42M,MacquarieGlobalInfrastructureTotalReturnFundInc.,n/a,MGU
319,2004,UnitedStates,$3.46B,MacquarieInfrastructureCorporation,OilRefining/Marketing,MIC
320,n/a,Argentina,$3.19B,MacroBankInc.,CommercialBanks,BMA
321,2013,UnitedStates,$854.59M,"MacroGenics,Inc.",MajorPharmaceuticals,MGNX
322,n/a,UnitedStates,$6.4B,Macy'sInc,Department/SpecialtyRetailStores,M
323,2004,UnitedStates,$134.69M,MadisonCoveredCall&EquityStrategyFund,n/a,MCN
324,n/a,UnitedStates,$1.42B,"MadrigalPharmaceuticals,Inc.",MajorPharmaceuticals,MDGL
325,n/a,Canada,$816.05M,MAGSilverCorporation,PreciousMetals,MAG
326,1993,Israel,$115.26M,MagalSecuritySystemsLtd.,TelecommunicationsEquipment,MAGS
327,n/a,UnitedStates,$1.58B,"MagellanHealth,Inc.",Hospital/NursingManagement,MGLN
328,n/a,UnitedStates,$14.14B,MagellanMidstreamPartnersL.P.,NaturalGasDistribution,MMP
329,2018,UnitedStates,$602.78M,"MagentaTherapeutics,Inc.",MajorPharmaceuticals,MGTA
330,1991,Israel,$425.35M,MagicSoftwareEnterprisesLtd.,ComputerSoftware:PrepackagedSoftware,MGIC
331,n/a,Canada,$14.16B,"MagnaInternational,Inc.",AutoParts:O.E.M.,MGA
332,2011,Luxembourg,$278.93M,MagnaChipSemiconductorCorporation,Semiconductors,MX
333,2017,UnitedStates,$2.8B,MagnoliaOil&GasCorporation,Oil&GasProduction,MGY
334,n/a,UnitedStates,n/a,MagnoliaOil&GasCorporation,n/a,MGY.WS
335,n/a,UnitedStates,$69.85M,"MagyarBancorp,Inc.",SavingsInstitutions,MGYR
336,n/a,Bermuda,n/a,"MaidenHoldings,Ltd.",n/a,MH^A
337,n/a,Bermuda,n/a,"MaidenHoldings,Ltd.",n/a,MH^C
338,n/a,Bermuda,n/a,"MaidenHoldings,Ltd.",n/a,MH^D
339,2016,Bermuda,n/a,"MaidenHoldings,Ltd.",Property-CasualtyInsurers,MHLA
