,IPO year,country,market capital,name,subsector,symbol
116,n/a,Bermuda,$1.33B,ShipFinanceInternationalLimited,MarineTransportation,SFL
117,2019,UnitedStates,$1.72B,"ShockWaveMedical,Inc.",Medical/DentalInstruments,SWAV
118,1993,UnitedStates,$392.16M,"ShoeCarnival,Inc.",Clothing/Shoe/AccessoryStores,SCVL
119,2015,Canada,$27.49B,ShopifyInc.,ComputerSoftware:PrepackagedSoftware,SHOP
120,n/a,UnitedStates,$196.8M,ShoreBancsharesInc,MajorBanks,SHBI
121,2017,UnitedStates,$536.73M,"ShotSpotter,Inc.",ComputerSoftware:PrepackagedSoftware,SSTI
122,2006,UnitedStates,$1.65B,"Shutterfly,Inc.",OtherConsumerServices,SFLY
123,2012,UnitedStates,$1.34B,"Shutterstock,Inc.",EDPServices,SSTK
124,n/a,SouthAfrica,$2.12B,SibanyeGoldLimited,PreciousMetals,SBGL
125,2018,UnitedStates,$397.93M,"SI-BONE,Inc.",Medical/DentalInstruments,SIBN
126,n/a,UnitedStates,$245.5M,SiebertFinancialCorp.,InvestmentBankers/Brokers/Service,SIEB
127,2017,UnitedStates,$37.26M,"SiennaBiopharmaceuticals,Inc.",MajorPharmaceuticals,SNNA
128,2014,UnitedStates,$180.83M,"Sientra,Inc.",IndustrialSpecialties,SIEN
129,n/a,UnitedStates,$389.19M,SierraBancorp,MajorBanks,BSRR
130,n/a,n/a,$217.12M,SierraMetalsInc.,PreciousMetals,SMTS
131,2015,Canada,$88.13M,"SierraOncology,Inc.",MajorPharmaceuticals,SRRA
132,n/a,Canada,$446.46M,"SierraWireless,Inc.",RadioAndTelevisionBroadcastingAndCommunicationsEquipment,SWIR
133,n/a,UnitedStates,$16.74M,"SIFCOIndustries,Inc.",Aerospace,SIF
134,n/a,India,$235.86M,SifyTechnologiesLimited,"ComputerSoftware:Programming,DataProcessing",SIFY
135,n/a,UnitedStates,$460.56M,SIGATechnologiesInc.,MajorPharmaceuticals,SIGA
136,n/a,UnitedStates,$12.7M,"SigmaLabs,Inc.",Miscellaneousmanufacturingindustries,SGLB
137,n/a,UnitedStates,n/a,"SigmaLabs,Inc.",Miscellaneousmanufacturingindustries,SGLBW
138,1994,UnitedStates,$9.94M,"SigmaTronInternational,Inc.",ElectricalProducts,SGMA
139,2004,UnitedStates,$6.38B,SignatureBank,MajorBanks,SBNY
140,n/a,Bermuda,$1.04B,SignetJewelersLimited,ConsumerSpecialties,SIG
141,1997,UnitedStates,$3.24B,SilganHoldingsInc.,Containers/Packaging,SLGN
142,n/a,Israel,$229.22M,SilicomLtd,ComputerCommunicationsEquipment,SILC
143,2000,UnitedStates,$4.08B,"SiliconLaboratories,Inc.",Semiconductors,SLAB
144,2005,Taiwan,$1.37B,SiliconMotionTechnologyCorporation,Semiconductors,SIMO
145,2019,UnitedStates,$1.4B,"SilkRoadMedical,Inc.",Medical/DentalInstruments,SILK
146,n/a,n/a,$170.98M,"SilverBowResorces,Inc.",Oil&GasProduction,SBOW
147,n/a,n/a,$356.33M,SilvercorpMetalsInc.,PreciousMetals,SVM
148,2013,UnitedStates,$181.76M,SilvercrestAssetManagementGroupInc.,InvestmentManagers,SAMG
149,2018,n/a,$288.98M,SilverCrestMetalsInc.,PreciousMetals,SILV
150,n/a,UnitedStates,$14.56M,"SilverSunTechnologies,Inc.",BusinessServices,SSNT
151,n/a,UnitedStates,$2.26B,SimmonsFirstNationalCorporation,MajorBanks,SFNC
152,n/a,UnitedStates,$50.38B,"SimonPropertyGroup,Inc.",RealEstateInvestmentTrusts,SPG
153,n/a,UnitedStates,n/a,"SimonPropertyGroup,Inc.",n/a,SPG^J
154,n/a,UnitedStates,$2.75B,"SimpsonManufacturingCompany,Inc.",IndustrialMachinery/Components,SSD
155,n/a,UnitedStates,$447.51M,"SimulationsPlus,Inc.",EDPServices,SLP
156,n/a,China,$2.84B,SinaCorporation,ComputerSoftware:PrepackagedSoftware,SINA
157,1995,UnitedStates,$5.07B,"SinclairBroadcastGroup,Inc.",Broadcasting,SBGI
158,n/a,UnitedStates,$12.09M,"Sino-GlobalShippingAmerica,Ltd.",OilRefining/Marketing,SINO
159,n/a,China,$4.69B,"SINOPECShangaiPetrochemicalCompany,Ltd.",MajorChemicals,SHI
160,n/a,China,$460.25M,"SinovacBiotech,Ltd.",MajorPharmaceuticals,SVA
161,2014,UnitedStates,$3.93M,"SiNtxTechnologies,Inc.",Medical/DentalInstruments,SINT
162,n/a,Bermuda,$1.55B,"SiriusInternationalInsuranceGroup,Ltd.",Property-CasualtyInsurers,SG
163,n/a,UnitedStates,$24.74B,SiriusXMHoldingsInc.,Broadcasting,SIRI
164,n/a,UnitedStates,$2.32B,SITECentersCorp.,RealEstateInvestmentTrusts,SITC
165,n/a,UnitedStates,n/a,SITECentersCorp.,n/a,SITC^A
166,n/a,UnitedStates,n/a,SITECentersCorp.,n/a,SITC^J
167,n/a,UnitedStates,n/a,SITECentersCorp.,n/a,SITC^K
168,2016,UnitedStates,$2.67B,"SiteOneLandscapeSupply,Inc.",Farming/Seeds/Milling,SITE
169,n/a,UnitedStates,$24.62M,"SITOMobile,Ltd.",BusinessServices,SITO
170,n/a,UnitedStates,$4.24B,SixFlagsEntertainmentCorporationNew,Services-Misc.Amusement&Recreation,SIX
171,n/a,UnitedStates,$1.73B,SJWGroup,WaterSupply,SJW
172,n/a,SouthKorea,$15.24B,"SKTelecomCo.,Ltd.",TelecommunicationsEquipment,SKM
173,1999,UnitedStates,$4.41B,"SkechersU.S.A.,Inc.",ShoeManufacturing,SKX
174,2014,HongKong,$28.84M,"SkySolarHoldings,Ltd.",ElectricUtilities:Central,SKYS
175,n/a,UnitedStates,$1.36B,SkylineChampionCorporation,Homebuilding,SKY
176,1986,UnitedStates,$3.03B,"SkyWest,Inc.",AirFreight/DeliveryServices,SKYW
177,n/a,UnitedStates,$11.79B,"SkyworksSolutions,Inc.",Semiconductors,SWKS
178,1997,UnitedStates,$7.27B,SLGreenRealtyCorp,RealEstateInvestmentTrusts,SLG
179,n/a,UnitedStates,n/a,SLGreenRealtyCorp,n/a,SLG^I
180,n/a,UnitedStates,$1.05B,SleepNumberCorporation,HomeFurnishings,SNBR
181,n/a,UnitedStates,$4.24B,SLMCorporation,Finance:ConsumerServices,SLM
182,n/a,UnitedStates,$259.74M,SLMCorporation,Finance:ConsumerServices,SLMBP
183,n/a,UnitedStates,$1.37B,SMEnergyCompany,Oil&GasProduction,SM
184,2014,UnitedStates,$497.18M,Smart,FoodChains,SFS
185,2017,UnitedStates,$403.06M,"SMARTGlobalHoldings,Inc.",Semiconductors,SGH
186,2016,UnitedStates,$136.01M,"SmartSand,Inc.",Mining&QuarryingofNonmetallicMinerals(NoFuels),SND
187,n/a,UnitedStates,$293.54M,"SmartFinancial,Inc.",MajorBanks,SMBK
188,2018,UnitedStates,$3.21B,SmartsheetInc.,ComputerSoftware:PrepackagedSoftware,SMAR
189,n/a,UnitedKingdom,$18.52B,"Smith&NephewSNATS,Inc.",IndustrialSpecialties,SNN
190,1995,UnitedStates,$94.92M,"SmithMicroSoftware,Inc.",ComputerSoftware:PrepackagedSoftware,SMSI
191,2000,Canada,$81.15M,SMTCCorporation,ElectricalProducts,SMTX
192,2017,UnitedStates,$16.07B,SnapInc.,"ComputerSoftware:Programming,DataProcessing",SNAP
193,n/a,UnitedStates,$8.7B,Snap-OnIncorporated,IndustrialMachinery/Components,SNA
194,2017,n/a,$890.1M,SocialCapitalHedosophiaHoldingsCorp.,BusinessServices,IPOA
195,2017,n/a,n/a,SocialCapitalHedosophiaHoldingsCorp.,n/a,IPOA.U
196,n/a,n/a,n/a,SocialCapitalHedosophiaHoldingsCorp.,n/a,IPOA.WS
197,n/a,UnitedStates,$51.61M,"SocialReality,Inc.",Advertising,SRAX
198,1993,Chile,$7.84B,SociedadQuimicayMineraS.A.,Mining&QuarryingofNonmetallicMinerals(NoFuels),SQM
199,n/a,UnitedStates,$13.62M,"SocketMobile,Inc.",ComputerManufacturing,SCKT
200,n/a,UnitedStates,$1.88M,SoFiGigEconomyETF,n/a,GIGE
201,2017,UnitedStates,$1.69B,SogouInc.,EDPServices,SOGO
202,n/a,China,$559.79M,Sohu.comLimited,EDPServices,SOHU
203,2010,UnitedStates,$885.36M,SolarCapitalLtd.,n/a,SLRC
204,n/a,UnitedStates,$260.55M,SolarSeniorCapitalLtd.,n/a,SUNS
205,2015,Israel,$2.6B,"SolarEdgeTechnologies,Inc.",Semiconductors,SEDG
206,2017,UnitedStates,$680.03M,"SolarisOilfieldInfrastructure,Inc.",MetalFabrications,SOI
207,2018,UnitedStates,$5.51B,SolarWindsCorporation,ComputerSoftware:PrepackagedSoftware,SWI
208,2014,UnitedStates,$88.5M,"SolenoTherapeutics,Inc.",Biotechnology:Electromedical&ElectrotherapeuticApparatus,SLNO
209,2014,UnitedStates,n/a,"SolenoTherapeutics,Inc.",Biotechnology:Electromedical&ElectrotherapeuticApparatus,SLNOW
210,2018,Israel,$166M,Sol-GelTechnologiesLtd.,MajorPharmaceuticals,SLGL
211,2018,UnitedStates,$184.46M,SolidBiosciencesInc.,Biotechnology:BiologicalProducts(NoDiagnosticSubstances),SLDB
212,n/a,UnitedStates,$13.37M,"Soligenix,Inc.",MajorPharmaceuticals,SNGX
213,n/a,UnitedStates,n/a,"Soligenix,Inc.",MajorPharmaceuticals,SNGXW
214,n/a,UnitedStates,$19.78M,SolitarioZincCorp.,PreciousMetals,XPL
215,2019,UnitedStates,$274.49M,"Soliton,Inc.",Medical/DentalInstruments,SOLY
216,1997,UnitedStates,$779.76M,"SonicAutomotive,Inc.",AutomotiveAftermarket,SAH
217,2019,UnitedStates,$292.65M,"SonimTechnologies,Inc.",TelecommunicationsEquipment,SONM
218,n/a,UnitedStates,$6.18B,SonocoProductsCompany,Containers/Packaging,SON
219,n/a,UnitedStates,$10.06M,"SonomaPharmaceuticals,Inc.",MajorPharmaceuticals,SNOA
220,n/a,UnitedStates,n/a,"SonomaPharmaceuticals,Inc.",MajorPharmaceuticals,SNOAW
221,2018,UnitedStates,$1.04B,"Sonos,Inc.",ConsumerElectronics/Appliances,SONO
222,n/a,Japan,$60.7B,SonyCorpOrd,ConsumerElectronics/Appliances,SNE
223,2013,UnitedStates,$23.87M,"SophirisBio,Inc.",MajorPharmaceuticals,SPHS
224,n/a,China,$66.6M,"SORLAutoParts,Inc.",AutoParts:O.E.M.,SORL
225,n/a,UnitedStates,$349.27M,"SorrentoTherapeutics,Inc.",Biotechnology:CommercialPhysical&BiologicalResarch,SRNE
226,1988,UnitedStates,$1.68B,Sotheby's,BusinessServices,BID
227,n/a,UnitedStates,$100.98M,SotherlyHotelsInc.,RealEstateInvestmentTrusts,SOHO
228,n/a,UnitedStates,$41.38M,SotherlyHotelsInc.,RealEstateInvestmentTrusts,SOHOB
229,n/a,UnitedStates,$27.47M,SotherlyHotelsInc.,RealEstateInvestmentTrusts,SOHON
