,IPO year,country,market capital,name,subsector,symbol
57,2014,UnitedStates,$70.22M,ResonantInc.,Semiconductors,RESN
58,2000,UnitedStates,$502.08M,"ResourcesConnection,Inc.",BusinessServices,RECN
59,2014,Canada,$16.54B,RestaurantBrandsInternationalInc.,Restaurants,QSR
60,2017,UnitedStates,$18.76M,"RestorationRobotics,Inc.",Medical/DentalInstruments,HAIR
61,2018,UnitedStates,$270.58M,"resTORbio,Inc.",MajorPharmaceuticals,TORC
62,n/a,UnitedStates,$1.91B,RetailOpportunityInvestmentsCorp.,RealEstateInvestmentTrusts,ROIC
63,2012,UnitedStates,$2.54B,"RetailPropertiesofAmerica,Inc.",RealEstateInvestmentTrusts,RPAI
64,2018,UnitedStates,$618.52M,RetailValueInc.,RealEstate,RVI
65,2017,China,$37.33M,"ReToEco-Solutions,Inc.",IndustrialMachinery/Components,RETO
66,n/a,UnitedStates,$21.4M,"RetractableTechnologies,Inc.",Medical/DentalInstruments,RVP
67,n/a,UnitedStates,$767.46M,"Retrophin,Inc.",MajorPharmaceuticals,RTRX
68,2017,UnitedStates,$717.88M,"REVGroup,Inc.",AutoManufacturing,REVG
69,2014,UnitedStates,$483.19M,"RevanceTherapeutics,Inc.",MajorPharmaceuticals,RVNC
70,n/a,UnitedStates,$43.05M,"RevenHousingREIT,Inc.",RealEstateInvestmentTrusts,RVEN
71,1996,UnitedStates,$1.16B,"Revlon,Inc.",PackageGoods/Cosmetics,REV
72,n/a,UnitedStates,$5.28M,"RevolutionLightingTechnologies,Inc.",BuildingProducts,RVLT
73,2014,Israel,$17.48M,ReWalkRoboticsLtd.,IndustrialSpecialties,RWLK
74,n/a,UnitedStates,$442.97M,REXAmericanResourcesCorporation,MajorChemicals,REX
75,n/a,UnitedStates,$20.02M,"RexahnPharmaceuticals,Inc.",MajorPharmaceuticals,RNN
76,2013,UnitedStates,$3.91B,"RexfordIndustrialRealty,Inc.",RealEstateInvestmentTrusts,REXR
77,n/a,UnitedStates,n/a,"RexfordIndustrialRealty,Inc.",n/a,REXR^A
78,n/a,UnitedStates,n/a,"RexfordIndustrialRealty,Inc.",n/a,REXR^B
79,2012,UnitedStates,$2.89B,RexnordCorporation,IndustrialMachinery/Components,RXN
80,n/a,UnitedStates,n/a,RexnordCorporation,n/a,RXN^A
81,n/a,UnitedStates,$74.29M,"RFIndustries,Ltd.",ElectricalProducts,RFIL
82,n/a,UnitedStates,$222.08M,RGCResourcesInc.,Oil&GasProduction,RGCO
83,2012,UnitedStates,$1.78B,RH,OtherSpecialtyStores,RH
84,2019,UnitedStates,$120.02M,"RhinebeckBancorp,Inc.",Banks,RBKB
85,2017,UnitedStates,$875.27M,"RhythmPharmaceuticals,Inc.",MajorPharmaceuticals,RYTM
86,n/a,UnitedStates,$491.23M,RibbonCommunicationsInc.,EDPServices,RBBN
87,n/a,UnitedStates,$98.1M,RiceBranTechnologies,PackagedFoods,RIBT
88,1983,UnitedStates,$68.01M,"RichardsonElectronics,Ltd.",ElectronicComponents,RELL
89,2000,UnitedStates,$356.12M,"RigelPharmaceuticals,Inc.",MajorPharmaceuticals,RIGL
90,2010,UnitedStates,$156.7M,"RigNet,Inc.",TelecommunicationsEquipment,RNET
91,2015,UnitedStates,$316.67M,"RiminiStreet,Inc.",BusinessServices,RMNI
92,n/a,UnitedStates,$247.51M,"RingEnergy,Inc.",Oil&GasProduction,REI
93,2013,n/a,$9.89B,"Ringcentral,Inc.",EDPServices,RNG
94,2002,Australia,$99.9B,RioTintoPlc,PreciousMetals,RIO
95,n/a,UnitedStates,$50.58M,"RiotBlockchain,Inc",Biotechnology:InVitro&InVivoDiagnosticSubstances,RIOT
96,2017,China,$511.44M,RISEEducationCaymanLtd,OtherConsumerServices,REDU
97,n/a,Canada,$3.61B,RitchieBros.AuctioneersIncorporated,BusinessServices,RBA
98,n/a,UnitedStates,$419.54M,RiteAidCorporation,Medical/NursingServices,RAD
